short,备注,bool,float[3],,string,,string,,,,string,string,,string,string,,string,string,string,string,string,string,string,float,int,float, ,string,string,,,,,,
,备注,是否动态模型,模型缩放,模型透明度,模型文件,换皮肤,换材质,模型受击点,DOT受击点,模型门派,武器1,武器1连接,武器1收起link点,武器2,武器2连接,武器2收起link点,附身特效文件,link点名,头发,头,身体,手,脚,碰撞半径,移动方式,移动速度,消失方式,死亡模型文件,出生模型文件,waiting动作个数,头像,3D头像摄像机位置,3D头像摄像机目标位置,,备注
ID,name,dynamic,modelScale,visible,act,replaceSkin,replaceMat,hitPoint,dotHitPoint,party,weapon1,weapon1Link,weapon1DrawInLink,weapon2,weapon2Link,weapon2DrawInLink,linkEffect,linkBone,hairSkin,headSkin,bodySkin,handSkin,footSkin,modelRadius,moveType,moveSpeed,vanishType,deadModel,bornModel,waitingPoseCount,headIcon,headCameraPos,headCameraLookAt,bCache,
4607,矿石巨甲,0,1.3;1.3;1.3,1,mon047,,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon047_b,,,,
4608,蛇怪统领,0,1.5;1.5;1.5,1,mon002,,,Bonecat28,,5,iwmon002_c,Bwp01,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002_c,,,,
4609,妖女首领,0,1.3;1.3;1.3,1,mon016,mon016_c,,bip_mon016,,5,iwmon016_c,Bwp01,,iwmon016_c,Bwp02,,,,,,,,,15,1,100,1,,,1,ic_mon016_c,,,,
4610,幽冥鬼火,0,1.8;1.8;1.8,1,mon004,,,Box01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon004,,,,
4611,魔教侍卫长,0,1.8;1.8;1.8,1,mon063,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon063,,,,
4612,妖人炮长,0,1.3;1.3;1.3,1,mon061,,,Bip01 Spine,,5,,,,,,,eff_mon061_wait,,,,,,,15,2,80,1,,,1,ic_mon061,,,,
4613,巨型僵尸,0,1.8;1.8;1.8,1,mon070,,,Bip01 Spine,,5,,,,,,,,,,,,,,6,1,100,1,,,1,ic_mon070,,,,
4614,猪脸猫王,0,8;8;8,1,mon022,,,Bip_mon022 Spine2,,5,,,,,,,,,,,,,,6,2,120,1,,,1,ic_mon022,,,,
4615,黑心蟑螂,0,4.5;4.5;4.5,1,mon023,,,Bmon023_00,,5,,,,,,,,,,,,,,6,2,80,1,,,1,ic_mon023,,,,
4616,血树鬼灵,0,3;3;3,1,mon065_c,,,Box01,,5,,,,,,,eff_mon065_wait,Box01,,,,,,6,1,100,1,,,1,ic_mon065_a,,,,
4617,厉鬼僵尸,0,4;4;4,1,mon068,,,Bip01 Spine,,5,,,,,,,,,,,,,,6,1,60,1,,,1,ic_mon068,,,,
4618,江洋大盗,0,4.5;4.5;4.5,1,mon078,,,Bip01 Spine,,5,,,,,,,,,,,,,,6,1,113,1,,,1,ic_mon078,,,,
4619,蒙面匪徒,0,2.5;2.5;2.5,1,mon014,mon014_a,,Bip_mon014,,5,iwmon014_a,Bwp01,,,,,,,,,,,,6,1,113,1,,,1,ic_mon014,,,,
4620,肉身,0,2;2;2,1,npc061_f,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_f,,,,
4621,徐岳,0,1.4;1.4;1.4,0.5,mon089,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,34,1,,,1,ic_mon089,,,,
4622,霹雳手 尉迟元,0,1.5;1.5;1.5,0.5,mon098,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,131,1,,,1,ic_mon098,,,,
4623,五花蜂 崔天绶,0,1.3;1.3;1.3,0.5,mon099,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,140,1,,,1,ic_mon099,,,,
4624,陈家二庄主 陈长谷,0,1.1;1.1;1.1,0.5,mon100,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon100,,,,
4625,金头狸子 吕四,0,1.6;1.6;1.6,0.5,mon101,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,106,1,,,1,ic_mon101,,,,
4626,霹雳火 吕三,0,1.6;1.6;1.6,0.5,mon102,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon102,,,,
4627,BOSS下棋,0,1.4;1.4;1.4,1,boss036_a,,,,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_default_face,,,,
4628,大蛇,0,2;2;2,0.6,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
4629,郭云噗,0,3;3;3,0.3,boss037,,,Bip01 Spine,,5,,,,,,,eff_boss037,,,,,,,15,1,0,1,,,1,ic_boss037,,,,
4630,大本营,0,3;3;3,1,npc120,,,Bip_npc066 Spine,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_npc120,,,,
4631,蜘蛛炮台,0,1.5;1.5;1.5,1,npc121,,,Bmon050_00,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_npc121,,,,
4632,猴子炮台,0,2;2;2,1,npc122,,,Bip_mon030 Spine1,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_npc122,,,,
4633,章鱼炮台,0,2;2;2,1,npc123,,,Bone02,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_npc123,,,,
4634,治疗棒,0,1;1;1,1,npc124,,,root,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_default_face,,,,
4635,温泉,0,1;1;1,1,npc125,,,root,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_default_face,,,,
4636,雷气罩,0,1;1;1,1,npc119,,,root,,5,,,,,,,,,,,,,,15,1,,3,,,1,ic_default_face,,,,
4637,鬼灵,0,4;4;4,1,boss045,,,Bip01 Spine,,5,,,,,,,,,,,,,,10,1,80,4,eff_mon006_die,,1,ic_boss045,,,,
4638,千年老蝎,0,4.5;4.5;4.5,1,boss046,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss046,,,,
4639,万年火蛛,0,4;4;4,1,boss047,,,boss047_00,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss047,,,,
4640,魔战机甲,0,4;4;4,1,boss048,,,b_hit,,,,,,,,,,,,,,,,10,1,80,1,,,,ic_boss048,,,,
4641,巨毒文蛛,0,4.5;4.5;4.5,1,boss049,,,b_hit,,5,,,,,,,,,,,,,,10,1,100,1,,,1,ic_boss049,,,,
4642,冰芒蝎,0,1.5;1.5;1.5;,1,mon110,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon110,,,,
4643,火焰蛛,0,1.5;1.5;1.5;,1,mon111,,,Bone63,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon111,,,,
4644,琉璃蝎偶,0,1.5;1.5;1.5;,1,mon112,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon112,,,,
4645,黄铜蛛偶,0,1.5;1.5;1.5;,1,mon113,,,Bone63,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon113,,,,
4646,吕村冤魂,0,1.2;1.2;1.2,0.5,mon093_d,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_d,,,,
4647,鬼灵护卫,0,1.3;1.3;1.3,0.5,mon094_c,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon094_c,,,,
4648,小年兽,0,0.3;0.3;0.3,1,mon031,,mon031_b,Bip_mon031 Spine,,5,,,,,,,,,,,,,,15,1,284,1,,,1,ic_mon031_b,,,1,
4649,牛牛大侠,0,0.55;0.55;0.55,1,npc127,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc127,,,,
4650,牛牛侠女,0,0.55;0.55;0.55,1,npc128,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc128,,,,
4651,春节大侠,0,1;1;1,1,npc126,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_npc126,,,,
4652,精英桂树妖,0,1;1;1,1,mon033,,mon033_c,bip_mon033 Spine,,5,,,,,,,,,,,,,,15,1,85,1,,,1,ic_mon033,,,,
4653,朱洪贴身随从,0,1.6;1.6;1.6,1,mon114,,,b_hit,,5,,,,,,,,,,,,,,20,1,110,1,,,1,ic_mon114,,,,
4654,朱洪之妻,0,3.5;3.5;3.5,1,boss050,,,b_hit,,5,,,,,,,,,,,,,,20,1,120,1,,,1,ic_boss050,,,,
4655,异化狼人,0,1.6;1.6;1.6,1,mon066,,,bip_mon066 Spine1,,5,,,,,,,,,,,,,,15,2,56,1,,,1,ic_mon009_e,,,,
4656,四金钢,0,1.5;1.5;1.5,1,mon008,,mon008_b,Bip_mon008 Spine1,,5,iwmon002_b,Bwp01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon008_b,,,,
4657,竹林蛇王,0,1.5;1.5;1.5,1,mon001,,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,月龙村暴徒,0,1.2;1.2;1.2,1,mon090,,mon130,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon090,,,,
4969,月龙村匪帮,0,1.1;1.1;1.1,1,mon131,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_a,,,,
4970,金角大王乌拉宝,0,1;1;1,1,boss015,mon132,,bip_boss015 Spine,,5,,,,,,,,,,,,,,15,1,105,1,,,1,ic_mon132,,,,
4971,乌蛇,0,1;1;1,1,mon001,mon143,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon143,,,,
4972,麝,0,1.5;1.5;1.5,1,mon137,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon137,,,,
4973,月龙果,0,1;1;1,1,npc042,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc099,,,,
4974,野果树,0,1;1;1,1,npc031,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc099,,,,
4975,月龙护卫,0,1;1;1,1,boss008,mon125,,Bip_boss008 Spine,,5,iwboss008,Bwp01,,,,,,,,,,,,15,1,163,1,,,1,ic_mon125,,,,
4976,百蛮山布衣弟子,0,1;1;1,1,mon015,mon133,,Bip_mon015,,5,iwmon015_i,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon133,,,,
4977,银角大王海拉布,0,1;1;1,1,boss014,mon138,,bip_boss014 Spine,,5,iwboss014,Bwp01,,,,,,,,,,,,15,1,170,1,,,1,ic_mon138,,,,
4978,箱子,0,1;1;1,1,npc012,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc012,,,,
4979,月龙斗士,0,1.5;1.5;1.5,1,mon098,mon126,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,131,1,,,1,ic_mon126,,,,
4980,四门山恶汉,0,1;1;1,1,mon008,,mon119,Bip_mon008 Spine1,,5,iwmon002_a,Bwp01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon119,,,,
4981,四门山修士,0,1.3;1.3;1.3,1,mon120,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon097,,,,
4982,月龙村内鬼,0,1;1;1,1,mon121,mon015_d,,Bip_mon015,,5,iwmon015_d,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_d,,,,
4983,妖道塔格尔,0,1.2;1.2;1.2,1,mon076,mon134,,Bip_mon076 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon134,,,,
4984,百蛮山地精,0,1;1;1,1,mon049,mon139,mon049_a,Bone02,,5,,,,,,,,,,,,,,15,2,80,2,,,1,ic_mon139,,,,
4985,灵芝仙,0,1;1;1,1,mon020,,,Bip_mon020 Spine1,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon020,,,,
4986,枯木怪,0,1.25;1.25;1.25,1,mon144,,,Bmon010_02,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon144,,,,
4987,妖气魂魄,0,1.3;1.3;1.3,1,mon140,,,Box01,,5,,,,,,,eff_mon065_wait,Box01,,,,,,15,1,100,1,,,1,ic_mon140,,,,
4988,月龙勇士,0,1.3;1.3;1.3,1,mon099,mon127,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,140,1,,,1,ic_mon127,,,,
4989,九色鹿,0,2;2;2,1,mon152,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon152,,,,
4990,九尾银狐,0,1.3;1.3;1.3,1,mon062,mon135,,Bip_mon009 Spine1,,5,,,,,,,,,,,,,,15,2,88,1,,,1,ic_mon062,,,,
4991,血蝙蝠,0,1.3;1.3;1.3,1,mon043,mon150,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon043_b,,,,
4992,腥红毒蝎,0,1.3;1.3;1.3,1,mon151,,,Bone49,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_mon151,,,,
4993,百蛮山入门弟子,0,1.3;1.3;1.3,1,mon048_a,,mon149,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048_a,,,,
4994,石像怪,0,1.3;1.3;1.3,1,mon145,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,110,4,eff_mon145_die,,1,ic_mon145,,,,
4995,月龙侠客,0,1.4;1.4;1.4,1,mon089,,mon128,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,34,1,,,1,ic_mon128,,,,
4996,黑风老妖分身,0,1.5;1.5;1.5,1,boss003,,,Boss003_00,Boss003_03,5,iwboss003,Bwp01,,,,,,,,,,,,15,1,80,4,eff_boss003_die,,1,ic_boss003,,,,
4997,黑风老妖分身,0,1.5;1.5;1.5,1,boss003,,,Boss003_00,Boss003_03,5,iwboss003,Bwp01,,,,,,,,,,,,15,1,80,4,eff_boss003_die,,1,ic_boss003,,,,
4998,黑风老妖,0,1.5;1.5;1.5,1,boss003,,,Boss003_00,Boss003_03,5,iwboss003,Bwp01,,,,,,,,,,,,15,1,80,4,eff_boss003_die,,1,ic_boss003,,,,
4999,五台派帮众,0,1.3;1.3;1.3,1,mon014,mon122,,Bip_mon014,,5,iwmon014_a,Bwp01,,,,,,,,,,,,15,1,113,1,,,1,ic_mon122_a,,,,
5000,五台派力士,0,1.25;1.25;1.25,1,mon073,mon123,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon123,,,,
5001,朱洪,0,1.5;1.5;1.5,1,boss007,mon124,,bip_boss007,,5,iwboss007,Box01,,,,,,,,,,,,15,1,138,1,,,1,ic_mon124,,,,
5002,月龙霸主,0,1.6;1.6;1.6,1,mon129,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon129,,,,
5003,狮子天王龙化,0,1.5;1.5;1.5,1,boss006,mon136,,bip_boss006,,5,iwboss006,Bwp01,,,,,,,,,,,,15,1,138,1,,,1,ic_mon136,,,,
5004,地灵草,0,1;1;1,1,npc039,,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc099,,,,
5005,灵珠子,0,1.3;1.3;1.3,1,mon141,,,Box01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon004,,,,
5006,百年树精,0,1.3;1.3;1.3,1,npc066,,mon142,Bip_npc066 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon142,,,,
5007,玄火雄狮,0,2;2;2;,1,mon146,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon146,,,,
5008,琉璃雄狮,0,2.8;2.8;2.8;,1,mon147,,,b_hit,,5,,,,,,,,,,,,,,15,2,80,4,eff_mon147_dead,,1,ic_mon147,,,,
5009,魔金狼骑,0,1.3;1.3;1.3,1,mon009,,mon148,B01,,5,,,,,,,,,,,,,,15,2,106,1,,,1,ic_mon148,,,,
5010,白云大师元神,0,1.3;1.3;1.3,0.3,npc002,,npc002_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc002_a,,,,
5011,通臂神猿李宁元神,0,1.3;1.3;1.3,0.3,npc019,,npc019_b,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_b,,,,
5012,餐霞大师元神,0,1.3;1.3;1.3,0.3,npc083,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc083,,,,
5013,追云叟白谷逸元神,0,1.3;1.3;1.3,0.3,npc019,,npc019_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_a,,,,
5014,百禽道人公冶黄,0,1.3;1.3;1.3,0.3,npc105,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc105,,,,
5015,月龙卫士,0,1.3;1.3;1.3,1,npc061_x,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_x,,,,
5016,无名,0,1.2;1.2;1.2,1,npc061_q,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_q,,,,
5017,最后的勇士,0,1.3;1.3;1.3,1,npc008,npc008_c,,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc008_c,,,,
5018,月龙先生,0,1.3;1.3;1.3,1,npc061_e,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_e,,,,
5019,画皮妖狐,0,3;3;3,1,mon062,,,Bip_mon009 Spine1,,5,,,,,,,,,,,,,,15,2,88,1,,,1,ic_mon062,,,,
5020,白云大师,0,1.6;1.6;1.6,1,npc002,,npc002_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc002_a,,,,
5021,通臂神猿李宁,0,1.6;1.6;1.6,1,npc019,,npc019_b,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_b,,,,
5022,餐霞大师元神,0,1.6;1.6;1.6,1,npc083,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc083,,,,
5023,追云叟白谷逸,0,1.6;1.6;1.6,1,npc019,,npc019_a,,,5,,,,,,,,,,,,,,15,1,,1,,,1,ic_npc019_a,,,,
5024,百禽道人公冶黄,0,1.6;1.6;1.6,1,npc105,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc105,,,,
5025,老虎,0,1;1;1,1,ride001,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5026,老虎,0,1;1;1,1,ride002,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5027,老虎,0,1;1;1,1,ride003,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5028,小白虎,0,1;1;1,1,ride004,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5029,小白虎,0,1;1;1,1,ride005,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5030,小白虎,0,1;1;1,1,ride006,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5031,蓝马,0,1;1;1,1,ride005_a,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5032,蓝马,0,1;1;1,1,ride005_b,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5033,蓝马,0,1;1;1,1,ride005_c,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5034,红马,0,1;1;1,1,ride005_a1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5035,红马,0,1;1;1,1,ride005_b1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5036,红马,0,1;1;1,1,ride005_c1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5037,白熊,0,1;1;1,1,ride004_a,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5038,白熊,0,1;1;1,1,ride004_b,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5039,白熊,0,1;1;1,1,ride004_c,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5040,月熊,0,1;1;1,1,ride004_a1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5041,月熊,0,1;1;1,1,ride004_b1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5042,月熊,0,1;1;1,1,ride004_c1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5043,小虎,0,1;1;1,1,ride007,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5044,海麒麟,0,1;1;1,1,ride010_a1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5045,海麒麟,0,1;1;1,1,ride010_b1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5046,海麒麟,0,1;1;1,1,ride010_c1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5047,火麒麟,0,1;1;1,1,ride010_a2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5048,火麒麟,0,1;1;1,1,ride010_b2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5049,火麒麟,0,1;1;1,1,ride010_c2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5050,宝莲台,0,1;1;1,1,ride013_a1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5051,宝莲台,0,1;1;1,1,ride013_b1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5052,宝莲台,0,1;1;1,1,ride013_c1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5053,亮银台,0,1;1;1,1,ride013_a2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5054,亮银台,0,1;1;1,1,ride013_b2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5055,亮银台,0,1;1;1,1,ride013_c2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5056,银狼,0,1;1;1,1,ride016a_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5057,银狼,0,1;1;1,1,ride016a_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5058,银狼,0,1;1;1,1,ride016a_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5059,火狼,0,1;1;1,1,ride016b_1,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5060,火狼,0,1;1;1,1,ride016b_2,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5061,火狼,0,1;1;1,1,ride016b_3,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5062,海潮粒子,0,1;1;1,1,eff_e_skill13_mod,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,1,
5063,稻草人男,0,1.1;1.1;1.1,1,npc143,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc143,,,1,
5064,稻草人女,0,1;1;1,1,npc144,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc144,,,1,
5065,熊猫人男,0,1.3;1.3;1.3,1,npc145,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc145,,,1,
5066,熊猫人女,0,1.1;1.1;1.1,1,npc146,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc146,,,1,
5067,火,0,4;4;4,1,huo,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
5068,粽子人,0,1;1;1,1,npc140,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc140,,,,
5069,龙舟人,0,1;1;1,1,npc141,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc141,,,,
5070,蛇女,0,1;1;1,1,npc142,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5071,粽子,0,1;1;1,1,npc135,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5072,龙舟,0,1;1;1,1,npc136,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5073,龙柱,0,1;1;1,1,npc137,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5074,对联1,0,1;1;1,1,npc138,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5075,对联2,0,1;1;1,1,npc139,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc142,,,,
5076,滇西土兵,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5077,乌金黒砂兽,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5078,滇西武士,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5079,南蛮弓箭手,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5080,火眼狻猊,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5081,毒龙侍者,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5082,毒龙怪,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5083,金针圣女,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5084,绿毛三头犬,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5085,符咒女妖,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5086,鬼符天师,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5087,先天风灵,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5088,鬼风灵,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5089,冥府道长,0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5090,鬼火炎魔(上),0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5091,鬼火炎魔(中),0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
5092,鬼火炎魔(下),0,1;1;1,1,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
